comp_id,id,flag,spacecraft,time_start,time_end,time_pt_max,pt_max,b_max,np_max,v_min,v_max
|33|* ?|STEREO-A|2011-11-15 21:00:00|2011-11-17 08:00:00|2011-11-16 13:21:00|47|8.7|10|340|410
|34||STEREO-A|2011-11-19 14:15:00|2011-11-20 21:50:00|2011-11-20 09:42:00|130|12.2|20|290|550
|35||STEREO-A|2011-11-22 03:32:00|2011-11-23 17:35:00|2011-11-23 03:26:00|90|9.5|11.5|360|480
|36||STEREO-A|2011-11-30 14:00:00|2011-12-01 23:22:00|2011-12-01 14:23:00|46|6.8|6|340|490
|37||STEREO-A|2011-12-08 00:00:00|2011-12-12 03:47:00|2011-12-08 06:20:00|110|13.5|25.6|350|630
|38||STEREO-A|2011-12-17 02:05:00|2011-12-18 05:45:00|2011-12-17 02:24:00|120|11.9|30|350|480
|39||STEREO-A|2011-12-19 11:00:00|2011-12-21 00:30:00|2011-12-19 18:20:00|220|18.8|35.3|340|540
|40||STEREO-A|2011-12-28 01:28:00|2011-12-28 20:47:00|2011-12-28 10:10:00|560|26|90|300|400
|1||STEREO-A|2012-01-04 16:40:00|2012-01-07 20:00:00|2012-01-06 10:53:00|280|22.6|60|340|700
|2||STEREO-A|2012-01-23 01:07:00|2012-01-25 14:00:00|2012-01-23 07:13:00|190|14.5|50|350|700
|3||STEREO-A|2012-02-03 21:30:00|2012-02-06 08:00:00|2012-02-04 13:49:00|65|10.6|16.2|300|490
|4||STEREO-A|2012-02-20 19:17:00|2012-02-21 07:15:00|2012-02-21 03:59:00|270|24|60|280|445
|5||STEREO-A|2012-02-25 12:00:00|2012-02-28 23:20:00|2012-02-25 21:05:00|112|12.5|30|300|550
|6||STEREO-A|2012-03-08 22:00:00|2012-03-10 10:00:00|2012-03-09 15:41:00|260|19|40|266|610
|7||STEREO-A|2012-03-14 06:50:00|2012-03-15 14:00:00|2012-03-15 03:27:00|85|10|23.29|350|525
|8||STEREO-A|2012-04-04 10:40:00|2012-04-05 08:44:00|2012-04-04 17:01:00|140|14.6|30|290|455
|9|*|STEREO-A|2012-04-18 17:00:00|2012-04-27 21:00:00|2012-04-20 01:50:00|280|22|25.07|300|660
|10||STEREO-A|2012-04-29 11:00:00|2012-05-01 10:00:00|2012-04-30 05:02:00|200|20.40|40|290|550
|11|?|STEREO-A|2012-05-10 10:00:00|2012-05-13 03:00:00|2012-05-11 07:04:00|180|15.5|33.67|264|410
|12||STEREO-A|2012-05-14 03:30:00|2012-05-15 06:00:00|2012-05-14 09:02:00|120|15|40|315|580
|13||STEREO-A|2012-05-16 00:04:00|2012-05-17 01:00:00|2012-05-16 07:55:00|230|16|30|360|660
|14||STEREO-A|2012-06-12 04:00:00|2012-06-13 18:00:00|2012-06-12 20:40:00|320|21|60|330|780
|15|*|STEREO-A|2012-06-20 08:20:00|2012-06-21 23:26:00|2012-06-21 14:07:00|240|16|30|340|560
|16||STEREO-A|2012-07-03 20:18:00|2012-07-04 10:30:00|2012-07-04 00:47:00|165|10.5|25.9|165|373
|17||STEREO-A|2012-07-04 22:50:00|2012-07-07 04:47:00|2012-07-05 17:50:00|115|13|20|375|530
|18||STEREO-A|2012-07-08 18:42:00|2012-07-10 03:00:00|2012-07-09 05:38:00|400|21|50|350|630
|19||STEREO-A|2012-07-18 06:00:00|2012-07-19 16:00:00|2012-07-18 20:37:00|115|10.3|20|330|473
