gbm_id,time_start,time_peak,time_end,duration,rate_peak,total,detectors,trigger,rhessi_id
150302_0706|2015/03/02 07:06:07.000|2015/03/03 07:07:24.000|2015/03/03 07:16:09.000|602|7281|188388|n1 n3 n0 n5||
150302_0743|2015/03/02 07:43:52.000|2015/03/03 07:46:27.000|2015/03/03 07:49:11.000|319|13560|524481|n5 n1 n3 n4||15030231
150302_0839|2015/03/02 08:39:26.000|2015/03/03 08:40:28.000|2015/03/03 08:44:42.000|315|1389|68075|n5 n4 n3 n1||
150302_1026|2015/03/02 10:26:38.000|2015/03/03 10:32:55.000|2015/03/03 10:51:25.000|1487|3943|408609|n0 n1 n3 n6||15030235
150302_1157|2015/03/02 11:57:27.000|2015/03/03 11:59:01.000|2015/03/03 12:01:37.000|250|1047|52578|n5 n3 n1 n4||
150302_1506|2015/03/02 15:06:31.000|2015/03/03 15:26:11.000|2015/03/03 15:45:50.000|2359|297578|83620360|n5 n3 n1 n4|bn150302640|15030245
150302_1932|2015/03/02 19:32:12.000|2015/03/03 19:32:17.000|2015/03/03 19:59:31.000|1638|61520|2141205|n5 n4 n2 n3||15030256
150302_2303|2015/03/02 23:03:18.000|2015/03/03 23:11:33.000|2015/03/03 23:29:02.000|1544|18800|1377150|n0 n1 n3 n6||15030264
150303_0021|2015/03/03 00:21:09.000|2015/03/04 00:25:52.000|2015/03/04 00:30:22.000|553|7399|392640|n5 n3 n1 n4||
150303_0153|2015/03/03 01:53:31.000|2015/03/04 02:00:58.000|2015/03/04 02:04:14.000|643|676|74437|n5 n4 n2 n3||
150303_0213|2015/03/03 02:13:11.000|2015/03/04 02:21:43.000|2015/03/04 02:32:59.000|1188|3836|394906|n0 n1 n3 n6||15030306
150303_1324|2015/03/03 13:24:06.000|2015/03/04 13:31:00.000|2015/03/04 13:50:52.000|1606|7019|758151|n5 n3 n1 n4||15030336
150304_1013|2015/03/04 10:13:20.000|2015/03/05 10:16:53.000|2015/03/05 10:21:11.000|471|993|80158|n0 n1 n3 n6||
150305_0943|2015/03/05 09:43:50.000|2015/03/06 09:45:36.000|2015/03/06 09:57:08.000|799|1841|210073|n5 n4 n2 n3||
150305_1759|2015/03/05 17:59:22.000|2015/03/06 18:05:28.000|2015/03/06 18:19:58.000|1237|19374|7659224|n0 n1 n3 n6|bn150305751|15030547
150305_1945|2015/03/05 19:45:48.000|2015/03/06 19:53:09.000|2015/03/06 19:57:47.000|719|3150|202339|n5 n4 n2 n3||
150305_2246|2015/03/05 22:46:44.000|2015/03/06 22:47:41.000|2015/03/06 22:57:15.000|631|4247|222098|n5 n3 n1 n4||15030556
150306_0148|2015/03/06 01:48:37.000|2015/03/07 01:53:28.000|2015/03/07 01:58:18.000|582|2662|259166|n5 n3 n1 n4||15030605
