flare_key	date	begin	begin_m	max	max_m	end	end_m	latitude	longitude	type
4731	1993-12-28	11:00:00		11:04:00		11:20:00		N10	W16	SF
4732	1993-12-28	12:08:00		12:08:00		12:12:00		N07	W29	SF
4733	1993-12-28	12:12:00		12:20:00		12:36:00		N07	W31	SF
4734	1993-12-29	07:47:00		07:47:00		07:51:00		S13	E78	SF
4735	1993-12-29	09:31:00		09:31:00		09:35:00		N12	E81	SF
4736	1994-01-03	08:27:00		08:27:00		08:31:00		S09	E11	SF
4737	1994-01-03	08:55:00		08:55:00		08:59:00		N14	E20	SF
4738	1994-01-03	08:55:00		08:59:00		09:04:00		N05	E79	SF
4739	1994-01-03	13:12:00		13:16:00		13:20:00		N15	E17	SF
4740	1994-01-05	14:02:00		00:00:00		14:02:00	D	N15	W14	SF
4741	1994-01-08	10:02:00		10:10:00		10:58:00		S15	W58	SF
4742	1994-01-10	13:04:00		00:00:00		13:08:00	D	N06	W19	SF
4743	1994-01-14	09:08:00		09:12:00		09:28:00		N04	W65	SF
4744	1994-01-15	12:49:00		12:53:00		13:01:00		N05	E85	SF
4745	1994-01-17	13:06:00		13:06:00		13:22:00		N08	E69	SF
4746	1994-01-17	13:34:00		13:38:00		14:03:00	D	N06	E63	SF
4747	1994-01-19	08:30:00		08:30:00		08:34:00		N06	E42	SF
4748	1994-01-19	11:38:00		11:46:00		11:58:00		N06	E37	SF
4749	1994-01-19	13:38:00		13:42:00		14:22:00	D	N04	E41	SF
4750	1994-01-21	11:41:00		00:00:00		11:45:00	D	N05	E15	SF
4751	1994-01-22	07:20:00		07:24:00		07:36:00		N07	W01	SF
4752	1994-01-22	07:32:00		07:36:00		07:44:00		N08	W02	SF
4753	1994-01-23	12:46:00		13:02:00		13:34:00		N05	W18	1F
4754	1994-01-24	10:08:00		10:16:00		10:24:00	D	N05	W27	SF
4755	1994-01-25	08:12:00		08:16:00		08:24:00		N11	W37	SF
4756	1994-01-25	09:08:00		09:08:00		09:16:00		N06	E34	SF
4757	1994-01-25	09:52:00		09:52:00		10:00:00		N18	E77	SF
4758	1994-01-25	12:52:00		13:04:00		13:12:00		N05	E31	SF
4759	1994-01-25	13:57:00		13:57:00		14:01:00		N11	W41	SF
4760	1994-01-25	14:13:00		14:25:00		14:29:00	D	N08	W46	SF
4761	1994-01-26	07:25:00		07:33:00		07:45:00		N08	W56	SF
4762	1994-01-27	13:40:00		13:52:00		14:04:00		N06	W69	SF
4763	1994-01-27	14:44:00		14:48:00		14:56:00	D	N13	W66	SF
4764	1994-01-29	09:05:00		00:00:00		09:09:00	D	N09	W69	SF
4765	1994-01-29	10:54:00	E	10:58:00		11:14:00		N05	W79	SF
4766	1994-01-31	10:00:00		10:00:00		10:08:00		S14	W25	SF
4767	1994-01-31	10:48:00		10:48:00		11:04:00		N05	E69	SF
4768	1994-02-01	11:10:00		11:10:00		11:14:00		N06	E50	SF
4769	1994-02-10	13:49:00		13:49:00		13:53:00		N10	E33	SF
4770	1994-02-10	13:53:00		13:53:00		13:57:00		S15	W79	SF
4771	1994-02-15	07:52:00		07:56:00		08:00:00	D	N09	E65	SF
4772	1994-02-18	09:24:00		09:52:00		10:48:00		N13	E07	1F
4773	1994-02-18	13:20:00		13:20:00		13:28:00		N08	E22	SF
4774	1994-02-19	10:55:00		10:55:00		10:59:00		N08	E08	SF
4775	1994-02-20	07:46:00		07:50:00		08:06:00		N05	W02	SF
4776	1994-02-21	08:13:00		08:13:00		08:17:00		N09	W16	SF
4777	1994-02-25	08:06:00		08:10:00		08:14:00		N06	W67	SF
4778	1994-03-03	09:20:00		09:20:00		09:36:00		S18	W30	SF
4779	1994-03-03	10:32:00		10:44:00		10:56:00		S20	W34	SF
4780	1994-03-03	12:12:00		12:20:00		12:44:00		S20	W34	SF
4781	1994-03-03	13:08:00		13:08:00		13:12:00		S20	W35	SF
4782	1994-03-03	14:16:00		14:20:00		14:24:00		S20	W35	SF
4783	1994-03-03	14:32:00		14:32:00		14:36:00		S20	W36	SF
4784	1994-03-03	15:06:00		15:06:00		15:06:00		S20	W36	SF
4785	1994-03-04	07:50:00		08:02:00		08:18:00		S20	W45	SF
4786	1994-03-04	15:02:00		15:06:00		15:10:00		S21	W51	SF
4787	1994-03-04	15:14:00		15:22:00		15:26:00		S21	W52	SF
4788	1994-03-05	12:01:00		12:01:00		12:05:00		S17	W63	SF
4789	1994-03-05	12:17:00		12:21:00		12:29:00		S20	W64	SF
4790	1994-03-05	13:49:00		13:53:00		14:01:00		S12	W07	SF
4791	1994-03-06	10:23:00		10:27:00		10:43:00		N17	E25	SF
4792	1994-03-09	09:00:00		09:00:00		09:07:00		N06	W77	SF
4793	1994-03-09	10:20:00		10:24:00		10:28:00		N06	W76	SF
4794	1994-03-12	07:45:00	E	07:45:00	U	07:52:00		N16	E53	SF
4795	1994-03-12	10:00:00		10:04:00		10:16:00		S11	W63	SF
4796	1994-03-12	11:17:00		11:17:00		11:25:00		N16	E51	SF
4797	1994-03-15	14:51:00		14:51:00		14:59:00		N17	E08	SF
4798	1994-03-16	07:24:00		07:24:00		07:28:00	D	N15	E01	SF
4799	1994-03-21	07:11:00	E	07:11:00	U	07:31:00		N08	W33	SF
4800	1994-03-21	10:54:00		11:14:00		11:20:00		N07	W36	SF
4801	1994-03-30	08:01:00		08:09:00		08:49:00		N10	E04	1N
4802	1994-04-14	08:33:00		08:37:00		08:41:00	D	N09	E01	SF
4803	1994-04-21	11:34:00		11:38:00		11:46:00		N06	E20	SF
4804	1994-04-21	13:58:00		14:06:00		14:51:00		N07	E62	SF
4805	1994-04-21	14:10:00		14:19:00		14:23:00		N04	E18	SF
4806	1994-04-21	14:35:00		14:35:00		14:39:00		N05	E17	SF
4807	1994-04-21	14:55:00		14:59:00		15:03:00		N04	E17	SF
4808	1994-04-21	15:43:00		15:46:00		16:05:00		N05	E19	SF
4809	1994-04-21	16:03:00		16:03:00		16:11:00		N04	E17	SF
4810	1994-04-22	06:24:00		06:28:00		06:36:00		N04	E09	SF
4811	1994-04-22	07:00:00		07:04:00		07:24:00		N07	W17	SF
4812	1994-04-30	11:43:00		11:51:00		11:59:00		N01	W80	SF
4813	1994-04-30	12:43:00		12:43:00		12:47:00		N01	W80	SF
4814	1994-05-07	12:58:00		12:58:00		13:10:00		S08	E30	SF
4815	1994-05-07	14:42:00		14:42:00		14:46:00		S07	E30	SF
4816	1994-05-09	09:04:00		09:04:00		09:08:00		S10	E34	SF
4817	1994-05-12	05:51:00	E	05:51:00	U	05:55:00		N06	E73	SF
4818	1994-05-12	07:35:00		07:39:00		07:43:00		N06	E72	SF
4819	1994-05-12	11:22:00		00:00:00		11:30:00	D	S11	W08	SF
4820	1994-05-12	12:34:00		12:34:00		12:38:00		N06	E70	SF
4821	1994-05-15	09:29:00		09:29:00		09:33:00	D	N07	E30	SF
4822	1994-05-16	10:07:00		10:07:00		10:19:00		N09	W17	SF
4823	1994-05-16	12:22:00		12:26:00		12:34:00		N11	W18	SF
4824	1994-05-17	09:05:00		09:09:00		09:25:00		S10	W70	SF
4825	1994-05-21	05:49:00	E	05:49:00	U	05:57:00		N09	W42	SF
4826	1994-05-23	07:35:00		07:35:00	U	08:07:00	D	N10	W05	SF
4827	1994-06-01	09:17:00		09:17:00		09:29:00		N19	E48	SF
4828	1994-06-06	11:05:00	E	11:05:00	U	11:13:00		S16	W77	SF
4829	1994-06-06	11:29:00		11:33:00		11:41:00		S17	W48	SF
4830	1994-06-06	11:49:00		11:53:00		12:05:00	D	S15	W75	SF
4831	1994-06-06	12:54:00		13:02:00		13:22:00		S17	W51	SF
4832	1994-06-09	08:54:00		08:54:00		09:03:00		S12	E57	SF
4833	1994-06-29	13:27:00		13:31:00		13:55:00		S12	E46	SF
4834	1994-06-29	14:39:00		14:39:00		14:59:00		S12	E47	SF
4835	1994-06-30	08:01:00		08:09:00		08:37:00		S12	E35	SF
4836	1994-06-30	09:01:00		09:01:00		09:37:00		S12	E35	SF
4837	1994-06-30	13:39:00		13:39:00		14:19:00		S11	E33	SF
4838	1994-07-01	08:01:00		08:03:00		08:06:00	D	S12	E22	SF
4839	1994-07-03	06:03:00		06:03:00		06:07:00		S07	W01	SF
4840	1994-07-03	06:47:00		06:47:00		06:51:00		S08	W02	SF
4841	1994-07-03	07:23:00		07:23:00		07:35:00		S07	W02	SF
4842	1994-07-04	09:34:00		09:38:00		09:42:00		S07	W16	SF
4843	1994-07-04	11:34:00		11:34:00		11:42:00		S07	W16	SF
4844	1994-07-10	07:05:00		07:05:00		07:09:00		N11	W22	SF
4845	1994-07-10	08:17:00		08:21:00		08:29:00		S09	W33	SF
4846	1994-07-10	10:34:00		10:34:00		10:38:00		S10	W34	SF
4847	1994-07-11	09:58:00	E	00:00:00		09:58:00	D	S10	W49	SF
4848	1994-07-12	09:13:00		09:17:00		09:41:00		N10	W51	1F
4849	1994-07-14	08:49:00		08:53:00		09:05:00		N12	W72	SF
4850	1994-07-16	06:42:00		06:42:00		06:46:00		N12	E80	SF
4851	1994-07-18	13:32:00		13:32:00		13:44:00		S12	E72	SF
4852	1994-07-22	14:47:00		14:51:00		15:11:00		S12	E17	SF
4853	1994-07-23	10:19:00		10:19:00		10:23:00		N08	W10	SF
4854	1994-07-25	14:18:00		14:18:00		14:46:00		N14	W38	SF
4855	1994-07-29	13:23:00		13:31:00		13:47:00		S14	W75	SF
4856	1994-08-06	10:15:00		10:19:00		10:31:00		N04	E28	SF
4857	1994-08-06	12:54:00	E	12:54:00	U	13:02:00		N04	E28	SF
4858	1994-08-08	09:12:00		09:12:00		09:21:00		N04	W02	SF
4859	1994-08-09	10:22:00		10:22:00		10:30:00		N04	W16	SF
4860	1994-08-10	12:18:00		12:22:00		12:42:00		N04	W31	SF
4861	1994-08-12	07:25:00	E	00:00:00		07:35:00	D	S12	E26	SF
4862	1994-08-12	07:51:00	E	00:00:00		07:51:00	D	S12	E26	SF
4863	1994-08-12	10:06:00	E	10:10:00		10:26:00		S12	E24	SF
4864	1994-08-13	10:38:00		10:42:00		10:58:00		S13	E14	SF
4865	1994-08-15	12:41:00		12:49:00		13:45:00		S13	W18	2N
4866	1994-08-15	16:35:00		16:35:00		16:43:00		S12	W21	SF
4867	1994-08-15	17:19:00		17:23:00	U	17:23:00	D	S12	W22	SF
4868	1994-08-16	12:02:00	E	12:06:00		12:26:00		S13	W29	SF
4869	1994-08-16	12:46:00		12:50:00		12:58:00		S11	W32	SF
4870	1994-08-18	15:10:00		15:14:00		15:18:00	D	S12	W59	SF
4871	1994-08-23	07:13:00		07:13:00		07:17:00		S04	W79	SF
4872	1994-08-23	13:56:00		13:56:00		14:00:00		N04	E57	SF
4873	1994-08-31	07:10:00		07:10:00		07:14:00		S10	E73	SF
4874	1994-08-31	15:49:00		00:00:00		15:49:00	D	S11	E73	SF
4875	1994-09-01	07:33:00		07:33:00		07:37:00		S09	E57	SF
4876	1994-09-01	08:21:00		08:21:00		08:26:00	D	S09	E57	SF
4877	1994-09-01	09:26:00		09:26:00		09:50:00		S07	E55	SF
4878	1994-09-01	10:06:00		10:06:00		10:14:00		S09	E60	SF
4879	1994-09-01	11:18:00		11:18:00		11:22:00		S09	E56	SF
4880	1994-09-04	11:11:00	E	11:15:00		11:23:00		S10	E67	SF
4881	1994-09-05	06:06:00	E	06:06:00	U	06:18:00		S08	E04	1F
4882	1994-09-05	07:08:00		07:08:00		07:12:00		S06	W02	SF
4883	1994-09-05	07:24:00		07:28:00		07:36:00		S06	W03	SF
4884	1994-09-05	08:41:00		08:41:00		08:49:00		S10	E05	SF
4885	1994-09-05	09:40:00		09:40:00		09:44:00		S11	W01	SF
4886	1994-09-05	14:47:00		14:51:00		14:55:00		S09	E01	SF
4887	1994-09-06	09:21:00		09:25:00		09:33:00		S09	E45	SF
4888	1994-09-08	06:26:00		06:26:00		06:42:00		S11	W40	SF
4889	1994-09-10	13:39:00		13:43:00		13:49:00		S09	W67	SF
4890	1994-09-11	06:06:00	E	06:10:00	U	06:30:00	D	S09	W72	SF
4891	1994-09-23	13:48:00		13:52:00		13:56:00		N15	W63	SF
4892	1994-10-05	12:55:00	E	00:00:00		12:55:00	D	S14	W57	SF
4893	1994-10-05	13:46:00	E	13:46:00	U	13:50:00		S14	W57	SF
4894	1994-10-05	15:22:00		15:26:00		15:30:00		S07	E09	SF
4895	1994-10-07	08:43:00		08:47:00		08:51:00		S08	W64	SF
4896	1994-10-09	09:55:00		00:00:00		09:55:00	D	S11	W50	SF
4897	1994-10-09	11:41:00	E	00:00:00		11:53:00	D	S11	W54	SF
4898	1994-10-09	12:25:00		00:00:00		12:25:00	D	S10	W50	SF
4899	1994-10-09	12:49:00		12:49:00		12:53:00		S11	W51	SF
4900	1994-10-10	08:41:00		08:41:00		08:45:00		S11	W62	SF
4901	1994-10-10	11:37:00		11:37:00		11:49:00		S11	W67	SF
4902	1994-10-10	14:33:00		14:33:00		14:41:00		S10	W68	SF
4903	1994-10-11	07:22:00	E	07:22:00	U	07:26:00		N10	E61	SF
4904	1994-10-11	14:58:00		14:58:00		15:02:00		N10	E55	SF
4905	1994-10-12	09:35:00		09:35:00		09:47:00		S01	W02	SF
4906	1994-10-12	10:23:00		10:27:00		10:31:00		N08	E86	SF
4907	1994-10-12	13:47:00		13:47:00		13:51:00		N08	E86	SF
4908	1994-10-12	15:43:00		15:47:00		15:51:00	D	N09	E77	SF
4909	1994-10-13	08:29:00		08:29:00		08:33:00		N08	E27	SF
4910	1994-10-13	10:02:00		10:06:00		10:10:00		N10	E66	SF
4911	1994-10-13	12:46:00		12:46:00		12:58:00		N10	E66	SF
4912	1994-10-13	14:52:00	E	15:00:00		15:36:00		N10	E63	SF
4913	1994-10-13	15:12:00		15:24:00		15:36:00		S01	W18	SF
4914	1994-10-13	16:08:00		16:08:00	U	16:12:00	D	N10	W34	SF
4915	1994-10-14	09:25:00		09:25:00		09:37:00		N10	E52	SF
4916	1994-10-14	11:21:00		11:29:00		11:37:00		N11	E51	SF
4917	1994-10-14	12:29:00		12:29:00		12:49:00		N10	E50	SF
4918	1994-10-14	14:09:00		14:09:00		14:21:00		N10	E50	SF
4919	1994-10-14	14:29:00		14:57:00		15:09:00		N07	E45	SF
4920	1994-10-15	10:16:00		10:20:00		10:48:00		N10	E39	SF
4921	1994-10-15	13:36:00		13:40:00		13:48:00		S01	W48	SF
4922	1994-10-15	14:04:00		14:04:00		14:16:00		N11	E38	SF
4923	1994-10-15	15:04:00		15:04:00		15:08:00		N11	E35	SF
4924	1994-10-16	09:12:00		09:16:00		09:20:00		N09	W13	SF
4925	1994-10-16	09:48:00		09:52:00		10:00:00		S02	W57	SF
4926	1994-10-16	12:04:00		12:04:00		12:12:00		N11	W14	SF
4927	1994-10-25	09:40:00		10:04:00		12:36:00		S09	W12	2N
4928	1994-10-25	11:00:00		11:24:00		11:40:00		N12	E87	SF
4929	1994-10-27	09:25:00		09:29:00		09:33:00		S10	E73	SF
4930	1994-10-31	06:54:00	E	06:54:00	U	07:07:00		N14	E05	SF
4931	1994-10-31	12:43:00		00:00:00		12:43:00	D	N15	E03	SF
4932	1994-11-08	08:24:00		08:28:00		08:32:00		S04	E85	SF
4933	1994-11-08	09:48:00		09:52:00		09:56:00		S04	E85	SF
4934	1994-11-08	11:59:00	E	11:59:00	U	12:19:00	D	S04	E85	SF
4935	1994-11-20	11:49:00		11:53:00		11:57:00		S04	W76	SF
4936	1994-11-24	12:17:00		12:21:00		12:29:00		N13	E36	SF
4937	1994-11-26	11:22:00		11:30:00		11:38:00		S16	W09	SF
4938	1994-11-30	09:52:00		10:04:00		10:20:00		S17	W58	SF
4939	1994-11-30	11:00:00		11:04:00		11:24:00		N15	W43	SF
4940	1994-11-30	11:48:00		11:56:00		12:24:00		S17	W61	SF
4941	1994-12-01	12:29:00		12:33:00		12:53:00		S15	W69	SF
4942	1994-12-01	13:05:00		13:05:00		13:09:00		S17	W73	SF
4943	1994-12-02	08:27:00		08:35:00		08:43:00		S19	W76	SF
4944	1994-12-03	10:02:00		10:04:00		10:08:00		N07	E75	SF
4945	1994-12-03	12:28:00		12:44:00		14:00:00		N08	E75	SF
4946	1994-12-06	09:31:00		09:35:00		09:51:00		S16	E81	SF
4947	1994-12-08	08:17:00	E	08:21:00	U	08:45:00		S11	E77	SF
4948	1994-12-08	09:09:00		09:09:00		09:13:00		S11	E76	SF
4949	1994-12-08	11:49:00		12:01:00		12:37:00		S11	E76	SF
4950	1994-12-10	09:52:00		09:52:00		09:56:00		S12	E44	SF
4951	1994-12-11	09:52:00		09:52:00		10:00:00		S12	E30	SF
4952	1994-12-12	11:54:00	E	12:02:00		12:14:00	D	S11	E15	SF
4953	1994-12-12	12:22:00	E	12:34:00		12:38:00		S11	E17	SF
4954	1994-12-12	12:54:00		13:02:00		13:14:00		S11	E14	SF
4955	1994-12-12	13:34:00		13:42:00		13:50:00	D	S11	E16	SF
4956	1994-12-15	09:44:00		09:52:00		10:08:00		S11	W22	SF
4957	1994-12-17	09:45:00		09:49:00		09:57:00		S01	E83	SF
4958	1994-12-17	10:13:00		10:13:00		10:17:00		N01	E80	SF
4959	1994-12-17	11:09:00		11:13:00		11:21:00		N00	E86	SF
4960	1994-12-18	10:36:00		10:44:00		10:52:00		S01	E63	1F
4961	1994-12-18	11:40:00		11:44:00		11:56:00		N02	E61	SF
4962	1994-12-18	13:32:00		13:40:00		13:56:00	D	N03	E60	SF
4963	1994-12-26	09:41:00		09:41:00		09:45:00		S04	W34	SF
4964	1995-01-18	09:28:00		09:32:00		09:44:00		S08	E07	SF
4965	1995-01-20	09:33:00	E	00:00:00		09:36:00	D	N11	E55	SF
4966	1995-01-24	09:46:00	E	09:51:00		10:06:00	D	S15	W02	1F
4967	1995-01-24	10:53:00	E	10:53:00	U	11:21:00		S15	W02	2N
4968	1995-01-24	12:25:00		00:00:00		12:29:00	D	S17	W05	SF
4969	1995-01-26	07:48:00	E	07:52:00		08:20:00		S16	W27	1N
4970	1995-01-26	10:00:00		10:04:00		10:16:00		S14	W26	SF
4971	1995-01-29	10:52:00		10:52:00		10:56:00		S13	E83	SF
4972	1995-01-29	12:48:00		12:52:00	U	12:52:00	D	S18	E66	SF
4973	1995-01-31	09:54:00		10:02:00		10:18:00		S19	W63	SF
4974	1995-01-31	11:02:00		11:02:00		11:06:00		S12	E68	SF
4975	1995-01-31	11:14:00		11:14:00		11:18:00		S13	E68	SF
4976	1995-01-31	14:02:00		14:02:00		14:06:00		S16	E63	SF
4977	1995-02-01	08:26:00	E	08:26:00	U	08:34:00		S14	E52	1N
4978	1995-02-01	08:56:00		09:08:00		09:24:00		S20	W76	SN
4979	1995-02-01	09:32:00		09:36:00		09:44:00		S21	W77	SF
4980	1995-02-01	09:44:00		09:44:00		09:48:00		S12	E53	SF
4981	1995-02-01	11:28:00		11:28:00		11:32:00		S12	E52	SF
4982	1995-02-01	12:28:00		12:28:00		12:32:00		S11	E52	SF
4983	1995-02-01	13:58:00		13:58:00		14:02:00		S08	E75	SF
4984	1995-02-01	14:26:00		14:26:00		14:34:00		S20	W79	SF
4985	1995-02-03	12:19:00		12:27:00		13:07:00		S14	E28	1F
4986	1995-02-05	14:01:00	E	00:00:00		15:18:00	D	S14	W00	1F
4987	1995-02-06	07:14:00	E	07:18:00	U	07:34:00		S14	W10	SF
4988	1995-02-06	08:10:00		08:14:00		08:22:00		S14	W11	SF
4989	1995-02-06	09:02:00		09:06:00	U	09:06:00	D	S10	W29	SF
4990	1995-02-06	09:17:00	E	09:17:00	U	09:29:00		S13	W13	SF
4991	1995-02-06	13:00:00		13:04:00		13:12:00		S13	W17	SF
4992	1995-02-06	13:16:00		13:16:00		13:40:00		S14	W15	SF
4993	1995-02-06	14:04:00		14:08:00		14:28:00		S12	W16	SN
4994	1995-02-07	12:34:00		12:42:00		13:02:00		S15	W28	SF
4995	1995-02-08	09:58:00		10:07:00		10:11:00		S17	W85	SF
4996	1995-02-13	13:04:00		13:04:00		13:08:00		N08	E19	SF
4997	1995-02-15	12:08:00		00:00:00		12:12:00	D	S12	E65	SF
4998	1995-02-17	10:17:00		10:17:00		10:21:00		S13	E54	SF
4999	1995-02-19	11:16:00		11:16:00		11:20:00		S13	E27	SF
5000	1995-02-19	13:08:00		13:08:00		13:20:00		S14	E21	SF
5001	1995-02-19	13:44:00		14:04:00		14:16:00		S15	E22	SF
5002	1995-02-20	08:47:00		09:03:00		09:59:00		S14	E11	SF
5003	1995-02-20	10:19:00		10:23:00		10:39:00		S14	E10	SF
5004	1995-02-20	10:55:00		10:59:00		12:11:00		S13	E13	SF
5005	1995-02-25	11:45:00		11:45:00		11:53:00		S14	W64	SF
5006	1995-03-03	12:27:00		12:31:00		12:35:00		S14	W19	SF
5007	1995-03-03	14:31:00		14:31:00		14:43:00		S15	W19	SF
5008	1995-03-03	15:39:00		15:43:00		15:51:00		S14	W25	SF
5009	1995-03-08	08:31:00		08:31:00		08:35:00		S17	W72	SF
5010	1995-03-08	09:11:00		09:15:00		09:23:00		S16	W63	SF
5011	1995-03-08	11:39:00		11:43:00		11:51:00		S17	W67	SF
5012	1995-03-15	15:25:00		15:25:00		15:33:00		S14	E74	SF
5013	1995-03-20	14:09:00	E	14:09:00	U	14:54:00	D	S16	W02	SF
5014	1995-03-22	14:12:00	E	14:12:00	U	14:45:00		S16	W23	1F
5015	1995-03-23	10:49:00		10:53:00		10:57:00		S17	W33	SF
5016	1995-03-24	12:07:00		12:07:00		12:23:00		S15	W46	SF
5017	1995-03-26	09:25:00	E	09:25:00	U	09:29:00	D	S07	E47	SF
5018	1995-03-29	15:29:00	E	15:29:00	U	15:33:00		S15	W05	SF
5019	1995-03-30	10:15:00		10:15:00		10:23:00		S15	W12	SF
5020	1995-03-30	11:56:00	E	11:56:00	U	12:01:00		S15	W13	SF
5021	1995-04-02	08:28:00		08:32:00		08:56:00		S13	W54	SF
5022	1995-04-02	10:44:00		10:48:00		10:56:00		S03	W40	SF
5023	1995-04-15	09:10:00		09:14:00		09:26:00		N10	E14	SF
5024	1995-04-19	08:07:00		08:11:00		08:43:00		S04	W41	SF
5025	1995-04-19	11:54:00	E	11:54:00	U	12:02:00	D	S04	W41	SF
5026	1995-04-22	10:44:00		10:52:00		11:08:00		S01	W81	2F
5027	1995-04-22	11:49:00		11:53:00		12:01:00		N12	W77	SF
5028	1995-04-22	11:49:00		11:57:00		12:09:00		S01	W85	SF
5029	1995-05-14	06:45:00		06:45:00		06:49:00		N09	W00	SF
5030	1995-05-16	08:08:00		08:08:00		08:12:00		S15	E03	SF
5031	1995-05-16	08:12:00		08:16:00		08:28:00		N10	W28	SF
5032	1995-05-16	08:28:00		08:28:00		08:36:00		S14	W01	SF
5033	1995-05-16	09:39:00	E	09:39:00	U	09:48:00	D	S16	W00	SF
5034	1995-05-16	10:02:00	E	10:02:00	U	10:17:00	D	N09	W27	SF
5035	1995-05-16	10:57:00	E	11:01:00	U	11:01:00	D	S15	W01	SF
5036	1995-05-28	09:24:00		09:28:00		09:32:00		N10	E46	SF
5037	1995-05-29	10:13:00		10:17:00		10:21:00		N10	E36	SF
5038	1995-06-08	12:24:00	E	12:24:00	U	12:48:00	D	N08	E04	SF
5039	1995-06-28	12:35:00		12:39:00		12:43:00	D	N06	W53	SF
5040	1995-06-29	12:53:00	E	12:53:00	U	13:14:00		N03	W72	SF
5041	1995-06-30	09:41:00		09:41:00		09:49:00		N11	E79	SF
5042	1995-06-30	12:06:00		12:10:00		12:18:00		N12	E22	SF
5043	1995-06-30	15:06:00		15:14:00		15:22:00		N11	E82	SF
5044	1995-06-30	16:34:00		16:38:00		16:42:00		N12	E80	SF
5045	1995-07-07	10:46:00		10:46:00		10:50:00		N12	W09	SF
5046	1995-07-07	11:03:00		11:11:00		11:39:00		N13	W09	SF
5047	1995-07-08	08:37:00		08:37:00		08:49:00		N06	W20	SF
5048	1995-07-08	09:29:00		09:45:00		10:01:00		N11	W19	SN
5049	1995-07-09	08:09:00		09:13:00		09:29:00		N10	W31	SF
5050	1995-07-10	07:40:00		07:44:00		07:52:00		S16	E54	SF
5051	1995-07-13	12:39:00		12:43:00		12:49:00		N11	W90	SF
5052	1995-07-18	06:35:00		06:35:00		06:47:00		N04	W23	SF
5053	1995-08-01	11:06:00		11:06:00		11:10:00		N12	E22	SF
5054	1995-08-12	08:07:00		08:11:00		08:23:00		S21	E67	SF
5055	1995-08-12	11:59:00		12:03:00		12:11:00		S19	E69	SF
5056	1995-09-05	06:12:00	E	06:12:00	U	06:15:00		N07	W79	SF
5057	1995-09-05	06:28:00		06:32:00		06:36:00		N07	W79	SF
5058	1995-09-05	07:16:00		07:20:00		07:44:00		N07	E79	SF
5059	1995-09-20	06:04:00		06:04:00		06:21:00		N06	E64	SF
5060	1995-09-20	07:52:00		07:56:00		08:20:00		N05	E65	SF
5061	1995-09-26	09:17:00		09:21:00		09:38:00	D	N06	W21	SF
5062	1995-09-27	07:59:00		07:59:00	U	07:59:00	D	S05	E02	SF
5063	1995-10-07	08:35:00		08:35:00		08:39:00		S12	E77	SF
5064	1995-10-11	09:31:00		09:31:00		09:35:00		S12	E67	SF
5065	1995-10-11	13:31:00		13:31:00		13:35:00		S10	E70	SF
5066	1995-10-11	14:39:00		14:39:00		14:43:00		S10	E67	SF
5067	1995-10-11	15:59:00		15:59:00		16:03:00		S10	E25	SF
5068	1995-10-12	07:31:00		07:31:00		07:35:00		S10	E57	SF
5069	1995-10-12	09:55:00		10:00:00		10:16:00		S11	E56	SF
5070	1995-10-12	11:36:00		11:40:00		11:48:00		S10	E56	SF
5071	1995-10-12	12:52:00		12:56:00		13:08:00		S11	E17	SF
5072	1995-10-12	14:04:00		14:08:00		14:16:00		S10	E54	SF
5073	1995-10-12	14:32:00		14:36:00		14:40:00		S11	E52	SF
5074	1995-10-13	09:17:00		09:21:00		09:29:00		S10	E39	SF
5075	1995-10-13	10:25:00		10:29:00		10:37:00		S11	E33	SF
5076	1995-10-13	14:05:00		14:05:00		14:13:00		S09	E39	SF
5077	1995-10-13	14:09:00		14:13:00		14:25:00		S12	E04	SF
5078	1995-10-14	07:06:00	E	07:06:00	U	07:14:00		S09	E28	SF
5079	1995-10-14	07:34:00		07:41:00		07:57:00		S10	E29	SF
5080	1995-10-14	09:17:00		09:21:00		09:29:00		S06	E28	SF
5081	1995-10-14	10:45:00		11:13:00		12:21:00		S10	W08	1F
5082	1995-10-14	12:29:00		12:33:00		12:45:00		S14	E20	SF
5083	1995-10-14	13:33:00		13:33:00		14:05:00		S10	W11	SF
5084	1995-10-14	14:01:00		14:09:00		14:21:00		S09	E25	1F
5085	1995-10-15	07:17:00		07:21:00		07:25:00		S10	E15	SF
5086	1995-10-18	08:02:00		08:02:00		08:10:00		S13	W30	SF
5087	1995-10-18	08:30:00		08:30:00		08:38:00		S15	W28	SF
5088	1995-10-18	09:42:00		09:42:00		09:46:00		S09	W62	SF
5089	1995-10-18	12:02:00		12:02:00		12:06:00		S18	W51	SF
5090	1995-10-19	10:30:00	E	10:30:00	U	10:38:00		S14	W44	1F
5091	1995-10-20	07:06:00	E	07:06:00	U	08:26:00		S12	W52	1F
5092	1995-10-24	07:11:00		07:11:00		07:15:00		S10	E24	SF
5093	1995-11-09	10:31:00		10:35:00		10:47:00		S09	E35	SF
5094	1995-11-22	13:01:00		13:05:00		13:13:00		N10	W02	SF
5095	1995-12-02	12:51:00		12:59:00		13:17:00	D	N12	E38	SF
5096	1996-01-03	07:50:00		07:54:00		08:06:00		N09	W06	SF
5097	1996-01-03	08:20:00		08:30:00		08:38:00		N10	W06	SF
5098	1996-01-03	10:22:00		10:26:00		10:46:00		N10	W07	SF
5099	1996-02-01	13:18:00		13:18:00		13:38:00		N07	W63	SF
