2001/08/16 01:35:00	2001/08/16 03:55:00	0	\N	\N	493	halo /15 2330	\N	\N	\N
2001/09/15 14:35:00	2001/09/15 14:55:00	9608	-21	49	11	SW /15 1154	2001/09/15 11:28:00	M1	1n
2001/09/24 12:15:00	2001/09/25 22:35:00	9632	-16	-23	12900	halo /24 1030	2001/09/24 10:38:00	X2	2b
2001/10/01 11:45:00	2001/10/02 08:10:00	9628	-22	91	2360	SW/01 0530	2001/10/01 05:15:00	M9	\N
2001/10/19 22:25:00	2001/10/19 22:35:00	9661	15	29	11	halo /19 1650	2001/10/19 16:30:00	X1	2b
2001/10/22 19:10:00	2001/10/22 21:30:00	9672	-18	-16	24	SE /22 1826	2001/10/22 17:59:00	X1	2b
2001/11/04 17:05:00	2001/11/06 02:15:00	9684	06	18	31700	halo /04 1635	2001/11/04 16:20:00	X1	3b
2001/11/19 12:30:00	2001/11/20 00:10:00	9704	-13	-42	34	halo /17 0530	2001/11/17 05:25:00	M2	1n
2001/11/22 23:20:00	2001/11/24 05:55:00	9704	-15	34	18900	halo /22 2330	2001/11/22 23:30:00	M9	2n
2001/12/26 06:05:00	2001/12/26 11:15:00	9742	08	54	779	W /26 0530	2001/12/26 05:40:00	M7	1b
2001/12/29 05:10:00	2001/12/29 08:15:00	9767	-26	-90	76	E /28 2006	2001/12/28 20:45:00	X3	\N
2001/12/30 02:45:00	2001/12/31 16:20:00	0	\N	\N	108		\N	\N	\N
2002/01/10 20:45:00	2002/01/11 05:30:00	0	\N	\N	91	E /08 1754	2002/01/08 20:25:00	C9	\N
2002/01/15 14:35:00	2002/01/15 20:00:00	0	\N	\N	15	Halo /14 0525	2002/01/14 06:27:00	M4	\N
2002/02/20 07:30:00	2002/02/20 07:55:00	9825	12	72	13	W    /20 0630	2002/02/20 06:12:00	M5	1n
2002/03/17 08:20:00	2002/03/17 08:50:00	9866	-08	03	13	Halo /15 2306	2002/03/15 23:10:00	M2	1f
2002/03/18 13:00:00	2002/03/19 06:50:00	0	\N	\N	53		\N	\N	\N
2002/03/20 15:10:00	2002/03/20 15:25:00	9866	-09	46	19	W    /18 0254	2002/03/18 02:31:00	M1	\N
2002/03/22 20:20:00	2002/03/23 13:20:00	9866	\N	\N	16	Halo /22 1106	2002/03/22 11:14:00	M1	\N
2002/04/17 15:30:00	2002/04/17 15:40:00	9906	-14	34	24	Halo /17 0826	2002/04/17 08:24:00	M2	2n
2002/04/21 02:25:00	2002/04/21 23:20:00	9906	-14	8	2520	Halo /21 0127	2002/04/21 01:51:00	X1	1f
2002/05/22 17:55:00	2002/05/23 10:55:00	0	-19	56	820	Halo /22 0326	2002/05/22 03:54:00	C5	dsf
2002/07/07 18:30:00	2002/07/07 19:55:00	10017	\N	\N	22	W    /07 1106	2002/07/07 11:43:00	M1	\N
